WIND_SPEED,YEAR,STATE,ECONOMIC_LOSS,CASUALITIES
68,2010,MADHYA PRADESH,60016,369
66,2010,MADHYA PRADESH,61340,366
128,2010,TAMIL NADU,382296,72
119,2010,TAMIL NADU,382818,53
116,2010,TAMIL NADU,383629,79
124,2010,TAMIL NADU,383938,74
128,2010,TAMIL NADU,384108,52
112,2010,TAMIL NADU,384471,51
113,2010,TAMIL NADU,385274,55
123,2010,TAMIL NADU,385948,72
116,2010,TAMIL NADU,387858,60
112,2010,TAMIL NADU,388527,52
121,2010,TAMIL NADU,390208,70
119,2010,TAMIL NADU,451054,55
124,2010,TAMIL NADU,452933,52
121,2010,TAMIL NADU,453089,70
122,2010,TAMIL NADU,453849,74
123,2010,TAMIL NADU,453872,71
128,2010,TAMIL NADU,453995,70
121,2010,TAMIL NADU,454169,53
126,2010,TAMIL NADU,454211,59
115,2010,TAMIL NADU,455688,60
119,2010,TAMIL NADU,455807,57
123,2010,TAMIL NADU,455967,51
124,2010,TAMIL NADU,456855,71
124,2010,TAMIL NADU,457289,73
115,2010,TAMIL NADU,457374,72
129,2010,TAMIL NADU,459108,78
127,2010,TAMIL NADU,459150,78
116,2010,TAMIL NADU,459293,60
129,2010,TAMIL NADU,459312,72
113,2010,TAMIL NADU,460902,57
164,2011,KERALA,310732,319
156,2011,KERALA,311073,300
169,2011,KERALA,311497,322
170,2011,KERALA,311586,302
169,2011,KERALA,311659,325
156,2011,KERALA,311669,301
171,2011,KERALA,312661,326
159,2011,KERALA,313703,306
158,2011,KERALA,315422,303
159,2011,KERALA,316430,324
168,2011,KERALA,316668,298
159,2011,KERALA,317410,300
162,2011,KERALA,318623,298
162,2011,KERALA,380360,300
158,2011,KERALA,380928,302
159,2011,KERALA,382156,303
168,2011,KERALA,382238,298
159,2011,KERALA,382397,321
157,2011,KERALA,383264,305
172,2011,KERALA,383290,326
157,2011,KERALA,386253,318
156,2011,KERALA,386480,304
169,2011,KERALA,386818,318
167,2011,KERALA,386894,318
167,2011,KERALA,387157,320
172,2011,KERALA,388389,321
164,2011,KERALA,388690,304
166,2011,KERALA,389031,317
167,2011,KERALA,389112,304
170,2011,KERALA,389164,324
84,2012,KERALA,130317,63
82,2012,KERALA,130605,80
82,2012,KERALA,131034,63
92,2012,KERALA,131134,62
91,2012,KERALA,133027,86
92,2012,KERALA,133793,80
83,2012,KERALA,134722,68
90,2012,KERALA,135058,62
84,2012,KERALA,136346,68
91,2012,KERALA,137245,88
77,2012,KERALA,137344,66
80,2012,KERALA,138137,67
89,2012,KERALA,138782,83
86,2012,KERALA,139494,65
90,2012,KERALA,139562,81
78,2012,KERALA,200051,64
84,2012,KERALA,201378,66
79,2012,KERALA,202213,67
86,2012,KERALA,202227,80
90,2012,KERALA,203583,68
88,2012,KERALA,203672,65
90,2012,KERALA,204027,85
88,2012,KERALA,204279,84
83,2012,KERALA,204309,65
84,2012,KERALA,205552,89
94,2012,KERALA,206431,62
83,2012,KERALA,206686,66
93,2012,KERALA,207937,82
89,2012,KERALA,208397,89
77,2012,KERALA,209586,69
61,2013,ANDAMAN AND NICOBAR ISLANDS,26240,28
47,2013,ANDAMAN AND NICOBAR ISLANDS,27107,25
56,2013,ANDAMAN AND NICOBAR ISLANDS,27813,21
56,2013,ANDAMAN AND NICOBAR ISLANDS,28822,25
52,2013,ANDAMAN AND NICOBAR ISLANDS,29080,4
62,2013,ANDAMAN AND NICOBAR ISLANDS,29772,23
49,2013,ANDAMAN AND NICOBAR ISLANDS,29927,27
49,2013,ANDAMAN AND NICOBAR ISLANDS,30700,6
50,2013,ANDAMAN AND NICOBAR ISLANDS,32684,2
49,2013,ANDAMAN AND NICOBAR ISLANDS,32904,6
54,2013,ANDAMAN AND NICOBAR ISLANDS,33860,3
51,2013,ANDAMAN AND NICOBAR ISLANDS,34436,9
60,2013,ANDAMAN AND NICOBAR ISLANDS,34700,24
61,2013,ANDAMAN AND NICOBAR ISLANDS,96567,30
46,2013,ANDAMAN AND NICOBAR ISLANDS,96876,10
60,2013,ANDAMAN AND NICOBAR ISLANDS,96987,8
46,2013,ANDAMAN AND NICOBAR ISLANDS,98248,6
49,2013,ANDAMAN AND NICOBAR ISLANDS,99613,2
52,2013,ANDAMAN AND NICOBAR ISLANDS,99985,11
56,2013,ANDAMAN AND NICOBAR ISLANDS,100986,25
47,2013,ANDAMAN AND NICOBAR ISLANDS,101166,3
51,2013,ANDAMAN AND NICOBAR ISLANDS,101537,7
48,2013,ANDAMAN AND NICOBAR ISLANDS,101565,29
51,2013,ANDAMAN AND NICOBAR ISLANDS,102288,10
61,2013,ANDAMAN AND NICOBAR ISLANDS,102549,4
63,2013,ANDAMAN AND NICOBAR ISLANDS,103676,24
57,2013,ANDAMAN AND NICOBAR ISLANDS,103690,21
57,2013,ANDAMAN AND NICOBAR ISLANDS,103823,5
60,2013,ANDAMAN AND NICOBAR ISLANDS,104256,8
52,2013,ANDAMAN AND NICOBAR ISLANDS,104425,30
125,2013,ANDHRA PRADESH,60555,3
132,2013,ANDHRA PRADESH,60888,19
125,2013,ANDHRA PRADESH,61371,6
129,2013,ANDHRA PRADESH,62436,4
124,2013,ANDHRA PRADESH,63020,6
131,2013,ANDHRA PRADESH,63526,25
128,2013,ANDHRA PRADESH,63668,6
133,2013,ANDHRA PRADESH,65250,4
132,2013,ANDHRA PRADESH,65984,23
127,2013,ANDHRA PRADESH,66242,2
137,2013,ANDHRA PRADESH,66464,6
121,2013,ANDHRA PRADESH,66706,1
131,2013,ANDHRA PRADESH,68061,23
132,2013,ANDHRA PRADESH,68363,20
125,2013,ANDHRA PRADESH,69710,4
131,2013,ANDHRA PRADESH,130200,19
123,2013,ANDHRA PRADESH,130618,2
131,2013,ANDHRA PRADESH,130700,16
135,2013,ANDHRA PRADESH,131200,17
128,2013,ANDHRA PRADESH,131435,6
135,2013,ANDHRA PRADESH,132844,24
134,2013,ANDHRA PRADESH,133672,23
136,2013,ANDHRA PRADESH,133847,24
138,2013,ANDHRA PRADESH,134525,17
126,2013,ANDHRA PRADESH,135479,3
123,2013,ANDHRA PRADESH,135755,6
137,2013,ANDHRA PRADESH,136520,6
123,2013,ANDHRA PRADESH,139109,1
138,2013,ANDHRA PRADESH,139286,16
128,2013,ANDHRA PRADESH,139922,6
134,2013,ANDHRA PRADESH,190932,389
149,2013,ANDHRA PRADESH,190948,395
144,2013,ANDHRA PRADESH,191776,405
147,2013,ANDHRA PRADESH,191826,392
147,2013,ANDHRA PRADESH,194954,411
134,2013,ANDHRA PRADESH,195566,412
133,2013,ANDHRA PRADESH,195932,395
132,2013,ANDHRA PRADESH,197598,392
147,2013,ANDHRA PRADESH,198272,407
142,2013,ANDHRA PRADESH,199508,407
148,2013,ANDHRA PRADESH,199817,390
145,2013,ANDHRA PRADESH,199987,406
136,2013,ANDHRA PRADESH,262136,392
131,2013,ANDHRA PRADESH,262179,394
141,2013,ANDHRA PRADESH,262541,410
141,2013,ANDHRA PRADESH,262561,414
131,2013,ANDHRA PRADESH,262747,387
148,2013,ANDHRA PRADESH,263567,409
146,2013,ANDHRA PRADESH,263867,388
136,2013,ANDHRA PRADESH,264296,390
147,2013,ANDHRA PRADESH,264363,407
134,2013,ANDHRA PRADESH,265868,388
144,2013,ANDHRA PRADESH,266137,414
141,2013,ANDHRA PRADESH,266342,410
147,2013,ANDHRA PRADESH,266403,406
137,2013,ANDHRA PRADESH,267144,386
138,2013,ANDHRA PRADESH,268138,389
136,2013,ANDHRA PRADESH,268429,387
145,2013,ANDHRA PRADESH,268936,411
215,2013,ODISHA,4221159,31
222,2013,ODISHA,4221860,57
221,2013,ODISHA,4222058,57
223,2013,ODISHA,4222471,53
218,2013,ODISHA,4222646,34
228,2013,ODISHA,4223080,52
221,2013,ODISHA,4223374,56
221,2013,ODISHA,4224007,53
226,2013,ODISHA,4224169,53
226,2013,ODISHA,4225862,55
217,2013,ODISHA,4226454,31
221,2013,ODISHA,4226743,33
221,2013,ODISHA,4228377,36
229,2013,ODISHA,4229302,51
224,2013,ODISHA,4229629,54
217,2013,ODISHA,4290111,51
222,2013,ODISHA,4290626,55
214,2013,ODISHA,4290826,37
222,2013,ODISHA,4291120,39
212,2013,ODISHA,4291163,40
223,2013,ODISHA,4292157,34
228,2013,ODISHA,4293411,51
217,2013,ODISHA,4293427,33
214,2013,ODISHA,4294368,38
212,2013,ODISHA,4295435,35
227,2013,ODISHA,4295828,58
217,2013,ODISHA,4295890,32
217,2013,ODISHA,4297485,35
225,2013,ODISHA,4297922,35
224,2013,ODISHA,4299155,50
213,2014,ANDHRA PRADESH,1690363,686
220,2014,ANDHRA PRADESH,1691489,710
219,2014,ANDHRA PRADESH,1691904,712
222,2014,ANDHRA PRADESH,1692188,707
218,2014,ANDHRA PRADESH,1692643,708
211,2014,ANDHRA PRADESH,1692643,686
223,2014,ANDHRA PRADESH,1694152,709
212,2014,ANDHRA PRADESH,1694692,688
220,2014,ANDHRA PRADESH,1695152,714
208,2014,ANDHRA PRADESH,1697120,694
217,2014,ANDHRA PRADESH,1698052,714
218,2014,ANDHRA PRADESH,1698189,712
212,2014,ANDHRA PRADESH,1698807,693
218,2014,ANDHRA PRADESH,1699770,692
223,2014,ANDHRA PRADESH,1760505,708
208,2014,ANDHRA PRADESH,1763328,686
224,2014,ANDHRA PRADESH,1763374,714
208,2014,ANDHRA PRADESH,1763780,688
219,2014,ANDHRA PRADESH,1765378,687
224,2014,ANDHRA PRADESH,1765747,707
224,2014,ANDHRA PRADESH,1765936,710
219,2014,ANDHRA PRADESH,1767259,711
222,2014,ANDHRA PRADESH,1767881,713
217,2014,ANDHRA PRADESH,1767957,707
208,2014,ANDHRA PRADESH,1768169,695
211,2014,ANDHRA PRADESH,1768184,691
223,2014,ANDHRA PRADESH,1768265,686
219,2014,ANDHRA PRADESH,1769082,705
211,2014,ANDHRA PRADESH,1769250,695
207,2014,ANDHRA PRADESH,1769599,691
87,2014,ASSAM,58199,81
90,2014,ASSAM,59532,82
94,2014,ASSAM,60092,84
89,2014,ASSAM,60986,59
81,2014,ASSAM,61688,63
88,2014,ASSAM,62004,75
88,2014,ASSAM,62009,78
77,2014,ASSAM,62482,57
88,2014,ASSAM,62796,81
77,2014,ASSAM,63449,60
90,2014,ASSAM,64193,75
84,2014,ASSAM,64791,61
94,2014,ASSAM,65460,78
82,2014,ASSAM,65676,57
78,2014,ASSAM,65789,64
79,2014,ASSAM,66453,58
76,2014,ASSAM,67345,62
89,2014,ASSAM,128002,82
92,2014,ASSAM,128503,76
83,2014,ASSAM,128860,80
76,2014,ASSAM,131510,61
81,2014,ASSAM,133129,61
91,2014,ASSAM,133463,80
82,2014,ASSAM,134796,64
78,2014,ASSAM,135666,58
83,2014,ASSAM,135899,64
77,2014,ASSAM,136110,64
93,2014,ASSAM,136113,65
93,2014,ASSAM,136527,58
78,2014,ASSAM,137999,81
120,2014,ODISHA,383847,416
118,2014,ODISHA,384069,414
116,2014,ODISHA,384258,411
129,2014,ODISHA,384652,428
129,2014,ODISHA,385101,430
129,2014,ODISHA,385340,435
131,2014,ODISHA,386542,427
132,2014,ODISHA,387733,434
134,2014,ODISHA,389276,432
126,2014,ODISHA,389484,426
116,2014,ODISHA,391494,410
128,2014,ODISHA,391797,430
117,2014,ODISHA,392148,428
134,2014,ODISHA,453566,429
127,2014,ODISHA,453613,415
132,2014,ODISHA,453651,435
133,2014,ODISHA,454139,435
119,2014,ODISHA,454424,415
118,2014,ODISHA,454971,409
126,2014,ODISHA,455196,429
127,2014,ODISHA,455918,431
119,2014,ODISHA,456454,431
129,2014,ODISHA,457636,432
120,2014,ODISHA,457843,427
120,2014,ODISHA,458501,413
133,2014,ODISHA,461746,433
128,2014,ODISHA,462052,427
117,2014,ODISHA,462152,416
120,2014,ODISHA,462304,410
127,2014,ODISHA,462668,429
84,2015,ODISHA,39612,191
66,2015,ODISHA,39654,210
79,2015,ODISHA,39955,212
66,2015,ODISHA,39982,190
66,2015,ODISHA,40040,194
71,2015,ODISHA,40202,193
80,2015,ODISHA,40510,205
76,2015,ODISHA,40530,213
69,2015,ODISHA,42880,190
78,2015,ODISHA,44090,214
77,2015,ODISHA,44483,206
70,2015,ODISHA,44956,187
73,2015,ODISHA,45318,190
73,2015,ODISHA,48283,195
76,2015,ODISHA,48322,206
74,2015,ODISHA,109730,205
67,2015,ODISHA,110049,189
74,2015,ODISHA,110279,206
77,2015,ODISHA,110622,206
81,2015,ODISHA,110827,212
80,2015,ODISHA,111347,211
66,2015,ODISHA,111995,192
66,2015,ODISHA,113129,192
83,2015,ODISHA,114422,206
72,2015,ODISHA,114618,192
81,2015,ODISHA,114924,206
67,2015,ODISHA,115919,188
76,2015,ODISHA,116571,207
71,2015,ODISHA,118421,188
89,2015,TAMIL NADU,192878,441
78,2015,TAMIL NADU,192988,420
88,2015,TAMIL NADU,193131,436
79,2015,TAMIL NADU,194025,418
76,2015,TAMIL NADU,194837,425
89,2015,TAMIL NADU,195309,439
86,2015,TAMIL NADU,195641,440
78,2015,TAMIL NADU,196339,423
88,2015,TAMIL NADU,196517,440
80,2015,TAMIL NADU,198845,419
92,2015,TAMIL NADU,198950,435
92,2015,TAMIL NADU,199445,437
82,2015,TAMIL NADU,200429,416
77,2015,TAMIL NADU,263011,440
83,2015,TAMIL NADU,263321,417
90,2015,TAMIL NADU,263830,443
89,2015,TAMIL NADU,263959,443
93,2015,TAMIL NADU,264433,443
82,2015,TAMIL NADU,265937,417
88,2015,TAMIL NADU,266412,420
78,2015,TAMIL NADU,266578,422
92,2015,TAMIL NADU,267144,440
82,2015,TAMIL NADU,268088,417
76,2015,TAMIL NADU,268632,416
92,2015,TAMIL NADU,268735,443
83,2015,TAMIL NADU,269931,418
79,2015,TAMIL NADU,270049,424
76,2015,TAMIL NADU,270555,420
87,2015,TAMIL NADU,270747,443
88,2015,TAMIL NADU,270966,437
150,2016,ANDAMAN AND NICOBAR ISLANDS,298905,220
154,2016,ANDAMAN AND NICOBAR ISLANDS,298965,194
158,2016,ANDAMAN AND NICOBAR ISLANDS,299583,215
150,2016,ANDAMAN AND NICOBAR ISLANDS,299705,197
150,2016,ANDAMAN AND NICOBAR ISLANDS,301552,196
157,2016,ANDAMAN AND NICOBAR ISLANDS,301820,195
154,2016,ANDAMAN AND NICOBAR ISLANDS,301932,197
158,2016,ANDAMAN AND NICOBAR ISLANDS,302937,200
147,2016,ANDAMAN AND NICOBAR ISLANDS,305402,203
147,2016,ANDAMAN AND NICOBAR ISLANDS,306263,203
146,2016,ANDAMAN AND NICOBAR ISLANDS,306599,195
163,2016,ANDAMAN AND NICOBAR ISLANDS,306660,214
153,2016,ANDAMAN AND NICOBAR ISLANDS,307360,201
158,2016,ANDAMAN AND NICOBAR ISLANDS,307545,221
151,2016,ANDAMAN AND NICOBAR ISLANDS,368072,202
158,2016,ANDAMAN AND NICOBAR ISLANDS,369382,219
151,2016,ANDAMAN AND NICOBAR ISLANDS,370358,203
164,2016,ANDAMAN AND NICOBAR ISLANDS,370904,214
162,2016,ANDAMAN AND NICOBAR ISLANDS,371018,217
161,2016,ANDAMAN AND NICOBAR ISLANDS,371920,215
163,2016,ANDAMAN AND NICOBAR ISLANDS,373452,216
161,2016,ANDAMAN AND NICOBAR ISLANDS,373497,216
150,2016,ANDAMAN AND NICOBAR ISLANDS,373716,198
153,2016,ANDAMAN AND NICOBAR ISLANDS,374452,200
159,2016,ANDAMAN AND NICOBAR ISLANDS,375682,215
162,2016,ANDAMAN AND NICOBAR ISLANDS,375871,217
161,2016,ANDAMAN AND NICOBAR ISLANDS,376178,213
153,2016,ANDAMAN AND NICOBAR ISLANDS,376662,200
156,2016,ANDAMAN AND NICOBAR ISLANDS,376954,215
151,2016,ANDAMAN AND NICOBAR ISLANDS,377064,197
70,2016,KERALA,50355,80
81,2016,KERALA,51795,75
78,2016,KERALA,51992,83
67,2016,KERALA,52020,63
77,2016,KERALA,52087,81
80,2016,KERALA,52547,75
66,2016,KERALA,55143,64
80,2016,KERALA,55687,78
73,2016,KERALA,56338,63
69,2016,KERALA,56733,58
68,2016,KERALA,57203,63
67,2016,KERALA,57574,56
82,2016,KERALA,59084,77
84,2016,KERALA,59730,78
77,2016,KERALA,120276,83
73,2016,KERALA,120558,61
78,2016,KERALA,121987,76
66,2016,KERALA,122523,60
71,2016,KERALA,123655,56
79,2016,KERALA,123723,82
76,2016,KERALA,124021,76
84,2016,KERALA,124865,62
79,2016,KERALA,125743,84
80,2016,KERALA,126032,80
70,2016,KERALA,126590,57
77,2016,KERALA,126986,75
83,2016,KERALA,127830,78
69,2016,KERALA,128466,61
78,2016,KERALA,128841,82
71,2016,KERALA,129433,58
103,2016,ODISHA,173188,124
117,2016,ODISHA,173392,146
104,2016,ODISHA,173556,123
116,2016,ODISHA,175653,144
118,2016,ODISHA,176202,145
113,2016,ODISHA,176649,143
108,2016,ODISHA,177074,128
102,2016,ODISHA,177627,148
112,2016,ODISHA,178858,140
106,2016,ODISHA,179188,121
102,2016,ODISHA,179218,141
105,2016,ODISHA,179368,143
102,2016,ODISHA,180288,125
118,2016,ODISHA,180864,142
115,2016,ODISHA,243197,148
111,2016,ODISHA,244991,141
101,2016,ODISHA,245094,130
102,2016,ODISHA,246248,146
103,2016,ODISHA,246520,122
105,2016,ODISHA,247158,125
116,2016,ODISHA,248467,140
105,2016,ODISHA,249005,124
111,2016,ODISHA,249547,126
103,2016,ODISHA,249550,125
119,2016,ODISHA,250012,143
109,2016,ODISHA,250018,126
116,2016,ODISHA,250499,141
114,2016,ODISHA,252480,147
116,2016,ODISHA,252605,140
108,2016,ODISHA,252695,128
83,2016,TAMIL NADU,75838,262
66,2016,TAMIL NADU,76198,237
78,2016,TAMIL NADU,76249,258
74,2016,TAMIL NADU,76753,258
72,2016,TAMIL NADU,76786,238
76,2016,TAMIL NADU,77655,264
67,2016,TAMIL NADU,78219,239
71,2016,TAMIL NADU,78297,237
81,2016,TAMIL NADU,78402,239
66,2016,TAMIL NADU,81248,263
80,2016,TAMIL NADU,81702,258
83,2016,TAMIL NADU,82327,262
72,2016,TAMIL NADU,82640,259
74,2016,TAMIL NADU,83129,262
79,2016,TAMIL NADU,83659,263
83,2016,TAMIL NADU,83875,262
80,2016,TAMIL NADU,84314,255
84,2016,TAMIL NADU,84432,237
79,2016,TAMIL NADU,84531,261
83,2016,TAMIL NADU,84785,261
82,2016,TAMIL NADU,146466,264
77,2016,TAMIL NADU,146758,242
81,2016,TAMIL NADU,148351,240
69,2016,TAMIL NADU,148914,261
76,2016,TAMIL NADU,149615,263
84,2016,TAMIL NADU,149766,257
80,2016,TAMIL NADU,151269,263
78,2016,TAMIL NADU,151385,264
74,2016,TAMIL NADU,151823,262
68,2016,TAMIL NADU,154114,241
66,2017,ANDAMAN AND NICOBAR ISLANDS,49287,38
81,2017,ANDAMAN AND NICOBAR ISLANDS,49299,60
72,2017,ANDAMAN AND NICOBAR ISLANDS,50499,45
66,2017,ANDAMAN AND NICOBAR ISLANDS,50545,55
70,2017,ANDAMAN AND NICOBAR ISLANDS,50892,42
68,2017,ANDAMAN AND NICOBAR ISLANDS,51458,42
79,2017,ANDAMAN AND NICOBAR ISLANDS,51863,42
71,2017,ANDAMAN AND NICOBAR ISLANDS,52297,60
73,2017,ANDAMAN AND NICOBAR ISLANDS,52666,36
80,2017,ANDAMAN AND NICOBAR ISLANDS,53167,63
73,2017,ANDAMAN AND NICOBAR ISLANDS,53270,37
80,2017,ANDAMAN AND NICOBAR ISLANDS,53506,41
80,2017,ANDAMAN AND NICOBAR ISLANDS,53803,55
68,2017,ANDAMAN AND NICOBAR ISLANDS,53906,41
66,2017,ANDAMAN AND NICOBAR ISLANDS,56493,44
69,2017,ANDAMAN AND NICOBAR ISLANDS,57045,39
81,2017,ANDAMAN AND NICOBAR ISLANDS,57421,63
70,2017,ANDAMAN AND NICOBAR ISLANDS,57464,40
82,2017,ANDAMAN AND NICOBAR ISLANDS,57581,63
69,2017,ANDAMAN AND NICOBAR ISLANDS,58782,42
66,2017,ANDAMAN AND NICOBAR ISLANDS,119417,37
69,2017,ANDAMAN AND NICOBAR ISLANDS,119559,43
82,2017,ANDAMAN AND NICOBAR ISLANDS,120938,57
72,2017,ANDAMAN AND NICOBAR ISLANDS,123028,41
70,2017,ANDAMAN AND NICOBAR ISLANDS,123441,44
74,2017,ANDAMAN AND NICOBAR ISLANDS,123477,60
84,2017,ANDAMAN AND NICOBAR ISLANDS,123612,63
81,2017,ANDAMAN AND NICOBAR ISLANDS,127475,39
67,2017,ANDAMAN AND NICOBAR ISLANDS,127724,43
66,2017,ANDAMAN AND NICOBAR ISLANDS,128913,37
148,2017,KERALA,481176,311
152,2017,KERALA,481911,331
161,2017,KERALA,484952,328
162,2017,KERALA,485442,328
164,2017,KERALA,485931,329
147,2017,KERALA,485966,310
158,2017,KERALA,486673,310
154,2017,KERALA,487288,313
148,2017,KERALA,487301,305
161,2017,KERALA,487634,326
150,2017,KERALA,488302,304
156,2017,KERALA,488770,324
157,2017,KERALA,550286,331
151,2017,KERALA,550389,308
154,2017,KERALA,550582,312
146,2017,KERALA,550641,310
159,2017,KERALA,551678,332
158,2017,KERALA,552045,313
149,2017,KERALA,552060,307
160,2017,KERALA,552076,304
160,2017,KERALA,553354,331
151,2017,KERALA,554065,306
160,2017,KERALA,554205,331
150,2017,KERALA,554665,308
157,2017,KERALA,556494,313
152,2017,KERALA,556689,323
164,2017,KERALA,557222,332
151,2017,KERALA,558507,310
163,2017,KERALA,558553,326
154,2017,KERALA,559764,304
101,2017,NAGALAND,297289,125
107,2017,NAGALAND,297428,129
118,2017,NAGALAND,297610,141
117,2017,NAGALAND,297643,141
114,2017,NAGALAND,297825,147
116,2017,NAGALAND,297954,149
108,2017,NAGALAND,297988,121
105,2017,NAGALAND,299040,123
109,2017,NAGALAND,299432,147
113,2017,NAGALAND,299828,146
109,2017,NAGALAND,300423,143
113,2017,NAGALAND,300705,149
104,2017,NAGALAND,300974,121
113,2017,NAGALAND,303505,144
107,2017,NAGALAND,304568,121
107,2017,NAGALAND,305440,128
114,2017,NAGALAND,305763,140
111,2017,NAGALAND,306361,145
104,2017,NAGALAND,367741,129
118,2017,NAGALAND,370199,143
113,2017,NAGALAND,371808,147
109,2017,NAGALAND,372555,121
114,2017,NAGALAND,372726,124
102,2017,NAGALAND,373034,124
119,2017,NAGALAND,373195,147
116,2017,NAGALAND,373337,147
113,2017,NAGALAND,374610,141
112,2017,NAGALAND,375971,148
115,2017,NAGALAND,376037,142
101,2017,NAGALAND,376181,128
88,2018,ANDAMAN AND NICOBAR ISLANDS,55252,2
88,2018,ANDAMAN AND NICOBAR ISLANDS,55635,2
102,2018,ANDAMAN AND NICOBAR ISLANDS,55647,22
93,2018,ANDAMAN AND NICOBAR ISLANDS,56553,5
94,2018,ANDAMAN AND NICOBAR ISLANDS,58391,4
98,2018,ANDAMAN AND NICOBAR ISLANDS,58602,16
89,2018,ANDAMAN AND NICOBAR ISLANDS,61229,4
90,2018,ANDAMAN AND NICOBAR ISLANDS,61611,3
89,2018,ANDAMAN AND NICOBAR ISLANDS,61763,5
91,2018,ANDAMAN AND NICOBAR ISLANDS,64109,4
91,2018,ANDAMAN AND NICOBAR ISLANDS,64114,23
104,2018,ANDAMAN AND NICOBAR ISLANDS,64298,3
86,2018,ANDAMAN AND NICOBAR ISLANDS,64733,5
98,2018,ANDAMAN AND NICOBAR ISLANDS,65027,24
139,2018,ANDAMAN AND NICOBAR ISLANDS,109930,57
139,2018,ANDAMAN AND NICOBAR ISLANDS,110153,38
128,2018,ANDAMAN AND NICOBAR ISLANDS,110248,45
134,2018,ANDAMAN AND NICOBAR ISLANDS,110385,64
132,2018,ANDAMAN AND NICOBAR ISLANDS,112334,61
121,2018,ANDAMAN AND NICOBAR ISLANDS,112607,64
126,2018,ANDAMAN AND NICOBAR ISLANDS,113208,42
136,2018,ANDAMAN AND NICOBAR ISLANDS,113976,39
138,2018,ANDAMAN AND NICOBAR ISLANDS,114640,59
126,2018,ANDAMAN AND NICOBAR ISLANDS,114656,46
121,2018,ANDAMAN AND NICOBAR ISLANDS,114995,44
123,2018,ANDAMAN AND NICOBAR ISLANDS,115108,41
131,2018,ANDAMAN AND NICOBAR ISLANDS,115219,62
123,2018,ANDAMAN AND NICOBAR ISLANDS,115638,38
135,2018,ANDAMAN AND NICOBAR ISLANDS,116066,43
121,2018,ANDAMAN AND NICOBAR ISLANDS,116500,42
127,2018,ANDAMAN AND NICOBAR ISLANDS,116721,59
129,2018,ANDAMAN AND NICOBAR ISLANDS,118366,64
89,2018,ANDAMAN AND NICOBAR ISLANDS,125882,2
93,2018,ANDAMAN AND NICOBAR ISLANDS,126276,1
92,2018,ANDAMAN AND NICOBAR ISLANDS,126346,2
93,2018,ANDAMAN AND NICOBAR ISLANDS,126451,2
100,2018,ANDAMAN AND NICOBAR ISLANDS,127153,2
96,2018,ANDAMAN AND NICOBAR ISLANDS,127625,21
93,2018,ANDAMAN AND NICOBAR ISLANDS,127859,22
98,2018,ANDAMAN AND NICOBAR ISLANDS,128007,1
94,2018,ANDAMAN AND NICOBAR ISLANDS,128422,3
93,2018,ANDAMAN AND NICOBAR ISLANDS,128901,3
89,2018,ANDAMAN AND NICOBAR ISLANDS,129004,2
97,2018,ANDAMAN AND NICOBAR ISLANDS,129181,16
103,2018,ANDAMAN AND NICOBAR ISLANDS,131727,2
99,2018,ANDAMAN AND NICOBAR ISLANDS,131729,20
89,2018,ANDAMAN AND NICOBAR ISLANDS,134110,1
87,2018,ANDAMAN AND NICOBAR ISLANDS,134771,21
133,2018,ANDAMAN AND NICOBAR ISLANDS,179715,47
132,2018,ANDAMAN AND NICOBAR ISLANDS,180167,60
128,2018,ANDAMAN AND NICOBAR ISLANDS,180326,58
125,2018,ANDAMAN AND NICOBAR ISLANDS,181237,60
133,2018,ANDAMAN AND NICOBAR ISLANDS,182849,65
128,2018,ANDAMAN AND NICOBAR ISLANDS,182960,44
138,2018,ANDAMAN AND NICOBAR ISLANDS,183684,38
139,2018,ANDAMAN AND NICOBAR ISLANDS,184078,42
132,2018,ANDAMAN AND NICOBAR ISLANDS,184568,60
138,2018,ANDAMAN AND NICOBAR ISLANDS,185510,64
129,2018,ANDAMAN AND NICOBAR ISLANDS,187241,39
129,2018,ANDAMAN AND NICOBAR ISLANDS,188817,40
107,2018,WEST BENGAL,60355,112
103,2018,WEST BENGAL,60800,88
107,2018,WEST BENGAL,61105,113
93,2018,WEST BENGAL,61419,89
107,2018,WEST BENGAL,62369,91
91,2018,WEST BENGAL,62393,94
94,2018,WEST BENGAL,64428,86
92,2018,WEST BENGAL,66035,90
101,2018,WEST BENGAL,66044,95
101,2018,WEST BENGAL,66054,106
105,2018,WEST BENGAL,66075,114
103,2018,WEST BENGAL,66539,92
92,2018,WEST BENGAL,66789,91
96,2018,WEST BENGAL,67021,86
105,2018,WEST BENGAL,67622,114
108,2018,WEST BENGAL,67870,94
98,2018,WEST BENGAL,68870,92
92,2018,WEST BENGAL,69954,88
95,2018,WEST BENGAL,131447,92
99,2018,WEST BENGAL,131770,91
107,2018,WEST BENGAL,132232,112
92,2018,WEST BENGAL,132996,94
91,2018,WEST BENGAL,133162,95
96,2018,WEST BENGAL,135116,93
101,2018,WEST BENGAL,135915,107
102,2018,WEST BENGAL,136250,87
101,2018,WEST BENGAL,136803,107
98,2018,WEST BENGAL,137987,88
103,2018,WEST BENGAL,138944,112
94,2018,WEST BENGAL,139256,92
189,2018,WEST BENGAL,1960043,298
203,2018,WEST BENGAL,1961494,314
203,2018,WEST BENGAL,1962354,318
193,2018,WEST BENGAL,1963621,295
190,2018,WEST BENGAL,1964192,298
189,2018,WEST BENGAL,1964199,304
